Title,Genre,Year,Rating,BoxOffice
movie4941,thriller,2004,4.9,30532
movie4942,sci-fi,1990,2.3,185369
movie4943,romance,1999,3.2,38109
movie4944,action,2005,1.1,39203
movie4945,action,2009,1.2,182876
movie4946,animation,2019,2.9,159193
movie4947,comedy,2024,2.9,121635
movie4948,action,2014,3.6,59083
movie4949,thriller,1992,1.6,83434
movie4950,action,2023,4.5,109761
movie4951,sci-fi,2000,2.6,37989
movie4952,romance,1991,4.8,193043
movie4953,animation,2014,3.7,67697
movie4954,horror,2009,3.0,144371
movie4955,comedy,2015,1.3,115807
movie4956,thriller,2016,3.7,78034
movie4957,sci-fi,2007,2.6,193110
movie4958,animation,2021,2.1,135260
movie4959,thriller,1994,1.9,99991
movie4960,comedy,2017,2.6,147208
movie4961,action,1993,1.9,11937
movie4962,thriller,2016,4.0,171223
movie4963,comedy,1999,1.1,181022
movie4964,comedy,2017,1.3,175230
movie4965,horror,2020,4.9,47483
movie4966,thriller,2008,1.5,36759
movie4967,sci-fi,1996,4.3,119847
movie4968,action,2010,4.6,193109
movie4969,comedy,2011,4.4,151020
movie4970,romance,2020,4.8,137231
movie4971,comedy,2009,1.9,150609
movie4972,drama,2006,3.2,118503
movie4973,drama,2013,3.5,101887
movie4974,sci-fi,1995,1.5,151945
movie4975,drama,2012,3.1,188972
movie4976,horror,2011,1.7,199305
movie4977,horror,2003,3.6,187141
movie4978,romance,1998,1.5,99225
movie4979,romance,1991,1.8,108101
movie4980,action,2016,2.1,124466
movie4981,thriller,2006,5.0,157218
movie4982,horror,2001,1.7,128137
movie4983,comedy,2002,1.6,192131
movie4984,animation,1991,2.1,183403
movie4985,drama,1994,4.0,99734
movie4986,animation,2000,1.8,79631
movie4987,comedy,1996,4.4,193933
movie4988,romance,2019,3.5,19981
movie4989,romance,2005,1.1,19406
movie4990,drama,2022,4.7,193841
movie4991,action,2002,1.0,198901
movie4992,horror,2017,2.5,45293
movie4993,animation,1993,2.1,13197
movie4994,romance,2008,1.0,24908
movie4995,animation,2018,3.5,186109
movie4996,animation,2018,3.6,71144
movie4997,thriller,2015,1.8,133045
movie4998,sci-fi,2023,2.4,55328
movie4999,sci-fi,2018,3.7,12185
movie5000,drama,2007,2.5,40793
movie5001,romance,2006,2.3,157831
movie5002,romance,2011,2.9,179864
movie5003,horror,1996,4.3,99089
movie5004,comedy,2010,4.5,49803
movie5005,drama,2004,4.0,84482
movie5006,action,1991,2.3,23239
movie5007,horror,1991,2.0,180201
movie5008,romance,1996,3.9,44380
movie5009,action,2008,2.8,41435
movie5010,sci-fi,1997,4.6,17641
movie5011,romance,1997,1.7,5494
movie5012,thriller,1997,3.6,145700
movie5013,sci-fi,1998,3.9,168569
movie5014,comedy,1990,4.1,57237
movie5015,thriller,1991,2.5,33502
movie5016,romance,2004,3.2,54816
movie5017,comedy,2015,1.2,69061
movie5018,drama,1993,1.8,164767
movie5019,sci-fi,2004,2.0,162476
movie5020,drama,2012,1.3,152282
movie5021,animation,2017,3.9,56280
movie5022,animation,2014,5.0,80912
movie5023,romance,1993,4.9,118915
movie5024,action,1992,4.6,118092
movie5025,horror,2000,3.2,168922
movie5026,animation,2005,4.7,60144
movie5027,sci-fi,1998,4.1,12895
movie5028,sci-fi,2017,1.0,148488
movie5029,animation,1994,3.9,59461
movie5030,thriller,1995,4.8,93547
movie5031,comedy,2005,4.5,67383
movie5032,horror,2002,2.1,163562
movie5033,comedy,1996,3.4,125378
movie5034,sci-fi,2016,2.5,106827
movie5035,comedy,2003,2.8,100283
movie5036,romance,1993,2.7,83105
movie5037,action,2008,3.2,70238
movie5038,animation,2001,3.9,123001
movie5039,comedy,2017,4.6,127858
movie5040,action,1994,4.1,80723
movie5041,romance,2013,1.6,54114
movie5042,action,1998,3.3,61344
movie5043,thriller,2004,1.2,160777
movie5044,thriller,1990,2.2,79359
movie5045,thriller,1998,4.9,107574
movie5046,comedy,2010,3.5,51505
movie5047,romance,1999,1.2,14736
movie5048,thriller,2002,1.9,78596
movie5049,romance,2004,2.4,155801
movie5050,horror,1997,4.1,141695
movie5051,romance,1997,4.0,166370
movie5052,drama,2004,4.5,83756
movie5053,comedy,2019,1.4,187257
movie5054,animation,2019,1.9,72882
movie5055,sci-fi,2004,4.5,71580
movie5056,comedy,2015,1.7,5129
movie5057,horror,2021,3.3,44817
movie5058,action,2002,2.2,161915
movie5059,comedy,2023,3.7,134874
movie5060,drama,2005,2.0,107159
movie5061,action,1999,3.0,19418
movie5062,thriller,1993,1.2,70725
movie5063,romance,2009,3.4,27331
movie5064,sci-fi,2002,1.9,136228
movie5065,drama,1993,1.2,95578
movie5066,horror,2001,3.0,154418
movie5067,action,1991,2.6,144621
movie5068,romance,1996,3.3,46819
movie5069,animation,2008,3.2,159685
movie5070,sci-fi,1999,4.4,178260
movie5071,romance,1994,1.4,55216
movie5072,thriller,2018,3.5,24440
movie5073,drama,1990,3.3,149414
movie5074,animation,2019,2.9,175750
movie5075,comedy,2015,1.5,10137
movie5076,drama,2021,2.1,161712
movie5077,action,2012,3.1,167578
movie5078,action,1996,2.1,108973
movie5079,drama,2006,2.7,5189
movie5080,drama,2013,4.0,90545
movie5081,horror,2010,4.2,9070
movie5082,thriller,2019,3.2,182815
movie5083,comedy,2024,3.5,185273
movie5084,drama,2019,3.3,59850
movie5085,action,2013,4.8,179387
movie5086,horror,2024,3.2,5017
movie5087,horror,2011,4.3,42953
movie5088,comedy,2024,4.5,97636
movie5089,animation,2007,2.7,12411
movie5090,animation,2008,1.4,69706
movie5091,comedy,2002,1.7,182142
movie5092,romance,1992,4.0,10440
movie5093,animation,2006,1.5,81194
movie5094,horror,2008,3.6,63830
movie5095,sci-fi,2005,1.7,143018
movie5096,romance,1996,2.5,184693
movie5097,thriller,1993,2.9,106425
movie5098,comedy,1990,3.9,147479
movie5099,romance,2017,4.9,123831
movie5100,romance,1999,1.1,95995
movie5101,comedy,1993,1.2,37958
movie5102,animation,2007,3.1,66961
movie5103,romance,2003,2.9,120642
movie5104,romance,2016,3.8,44566
movie5105,sci-fi,2001,1.7,27117
movie5106,thriller,2006,3.8,121490
movie5107,animation,2011,2.4,121702
movie5108,action,2014,2.9,45538
movie5109,thriller,2019,2.7,83429
movie5110,animation,2003,3.1,92022
movie5111,action,2011,3.2,177857
movie5112,sci-fi,1992,4.9,138166
movie5113,animation,1999,1.9,44784
movie5114,action,1998,1.5,34295
movie5115,comedy,2007,4.5,192307
movie5116,comedy,2019,3.5,5060
movie5117,animation,2011,1.2,146025
movie5118,romance,1992,1.3,37490
movie5119,thriller,2001,4.9,59700
movie5120,drama,1993,1.4,23307
movie5121,drama,2024,4.9,71691
movie5122,horror,2008,3.9,136885
movie5123,romance,2023,3.6,73207
movie5124,comedy,2013,4.8,134244
movie5125,comedy,2013,2.0,51153
movie5126,horror,2021,4.1,10722
movie5127,thriller,2021,1.3,98609
movie5128,animation,2013,3.1,95301
movie5129,animation,2015,3.3,110054
movie5130,drama,2016,4.8,115805
movie5131,drama,2011,4.0,169985
movie5132,sci-fi,2024,2.2,153887
movie5133,sci-fi,2024,1.1,195982
movie5134,comedy,1992,4.2,19511
movie5135,romance,2003,3.8,196581
movie5136,horror,2004,2.8,173237
movie5137,drama,1990,3.2,88079
movie5138,action,2006,1.2,63966
movie5139,comedy,2004,2.8,160326
movie5140,romance,1991,1.8,172609
movie5141,animation,2022,4.8,49371
movie5142,horror,2010,3.5,11116
movie5143,thriller,2014,3.8,131233
movie5144,action,2022,3.9,42568
movie5145,action,1990,3.8,17197
movie5146,comedy,2011,3.4,23412
movie5147,sci-fi,2011,4.5,5935
movie5148,sci-fi,2015,4.5,50233
movie5149,drama,2004,4.8,148428
movie5150,comedy,1992,3.9,65842
movie5151,horror,1991,2.6,139058
movie5152,thriller,2013,1.8,143504
movie5153,horror,2024,4.9,140734
movie5154,sci-fi,2011,4.1,156208
movie5155,thriller,1994,1.1,139073
movie5156,horror,1991,2.4,155890
movie5157,sci-fi,2019,1.2,198929
movie5158,thriller,2010,3.4,110891
movie5159,drama,1999,3.5,155183
movie5160,drama,1996,4.3,138252
movie5161,thriller,2016,1.5,76199
movie5162,thriller,2002,1.5,193435
movie5163,comedy,1998,3.3,70172
movie5164,drama,2022,2.9,104265
movie5165,comedy,1996,2.2,67307
movie5166,thriller,2005,3.3,73361
movie5167,horror,2007,1.5,112256
movie5168,comedy,2018,3.7,168066
movie5169,animation,2014,4.0,98860
movie5170,animation,2022,3.5,103152
movie5171,comedy,2020,1.9,93690
movie5172,action,2003,3.1,23074
movie5173,sci-fi,2013,2.2,15331
movie5174,action,2022,4.7,17263
movie5175,drama,1999,3.8,188215
movie5176,action,2014,3.6,84122
movie5177,animation,2006,3.2,98226
movie5178,action,2017,1.2,149640
movie5179,drama,1999,4.0,166215
movie5180,action,2020,2.2,147811
movie5181,drama,2004,2.5,20766
movie5182,romance,2022,3.3,98900
movie5183,action,1997,1.9,6825
movie5184,animation,2012,2.2,85641
movie5185,romance,2018,3.2,181146
movie5186,sci-fi,2001,1.9,8987
movie5187,horror,2024,1.5,21211
movie5188,thriller,2019,1.4,148456
movie5189,sci-fi,2019,3.7,82425
movie5190,animation,2016,1.7,193648
movie5191,drama,2008,1.3,152189
movie5192,animation,2007,2.1,183176
movie5193,comedy,2005,1.5,196691
movie5194,sci-fi,2002,3.1,143646
movie5195,comedy,1990,1.1,55662
movie5196,action,2017,3.1,65519
movie5197,drama,2010,1.7,138547
movie5198,comedy,2004,1.8,78805
movie5199,romance,2020,1.9,67469
movie5200,thriller,2015,4.9,59700
movie5201,romance,1997,1.0,169368
movie5202,comedy,2002,1.9,182385
movie5203,drama,1990,3.3,178163
movie5204,romance,2021,1.6,106115
movie5205,thriller,2015,4.7,143817
movie5206,sci-fi,1995,4.8,92548
movie5207,animation,1999,2.2,158042
movie5208,action,2017,3.8,111564
movie5209,horror,2001,4.5,167811
movie5210,horror,1997,4.2,38289
movie5211,horror,2011,1.8,59831
movie5212,drama,2012,3.8,59369
movie5213,thriller,2002,3.0,122212
movie5214,romance,2014,3.7,104394
movie5215,action,1999,1.3,42000
movie5216,horror,1999,2.9,25865
movie5217,romance,1995,1.0,181589
movie5218,action,2012,2.3,26019
movie5219,animation,2021,1.0,138600
movie5220,thriller,2010,1.8,171892
movie5221,action,2024,2.3,191396
movie5222,romance,2021,3.8,7132
movie5223,action,2009,2.9,143937
movie5224,comedy,2011,1.7,103092
movie5225,sci-fi,2013,2.8,104766
movie5226,comedy,2001,1.8,125100
movie5227,animation,2022,3.3,89675
movie5228,sci-fi,1993,1.9,127456
movie5229,drama,2011,1.3,189951
movie5230,comedy,1993,1.3,72902
movie5231,sci-fi,2005,1.6,138770
movie5232,horror,2010,2.5,39480
movie5233,drama,1997,2.8,198759
movie5234,horror,2011,4.9,56978
movie5235,comedy,2024,3.9,112449
movie5236,horror,2013,2.3,133187
movie5237,action,1990,4.9,28262
movie5238,animation,2011,4.1,117661
movie5239,comedy,2010,1.4,138653
movie5240,action,2023,2.1,35302
movie5241,action,2009,3.2,7228
movie5242,horror,2000,1.5,39006
movie5243,romance,2022,4.4,178048
movie5244,sci-fi,2015,1.2,133987
movie5245,comedy,2001,4.4,182489
movie5246,comedy,1992,2.8,184224
movie5247,sci-fi,1992,2.8,35598
movie5248,thriller,1996,4.4,120118
movie5249,animation,1999,2.0,167597
movie5250,sci-fi,2018,3.0,39378
movie5251,animation,2010,3.0,92165
movie5252,sci-fi,2010,3.7,122077
movie5253,drama,2023,4.7,125550
movie5254,horror,2020,1.7,158654
movie5255,horror,1990,2.6,174349
movie5256,action,2001,4.5,32790
movie5257,romance,2020,3.9,101767
movie5258,thriller,2009,1.6,41780
movie5259,romance,2021,3.8,32410
movie5260,animation,2013,4.2,110448
movie5261,animation,2007,3.7,156360
movie5262,sci-fi,1997,4.2,67139
movie5263,thriller,2005,2.4,198213
movie5264,thriller,2013,1.4,133357
movie5265,thriller,1999,2.6,170345
movie5266,action,2017,4.5,109468
movie5267,romance,2007,2.3,194897
movie5268,action,2014,3.7,31609
movie5269,romance,2017,2.8,189924
movie5270,animation,2005,1.9,122603
movie5271,comedy,2003,5.0,84112
movie5272,horror,2012,1.6,40811
movie5273,animation,2005,4.5,46580
movie5274,animation,2000,4.2,181080
movie5275,animation,2017,1.3,184270
movie5276,thriller,1991,3.2,185053
movie5277,sci-fi,2021,1.2,88942
movie5278,sci-fi,2000,1.4,179742
movie5279,comedy,1999,3.6,32425
movie5280,romance,1995,3.4,10047
movie5281,thriller,1994,2.4,162961
movie5282,drama,2000,5.0,46173
movie5283,romance,2004,1.1,151420
movie5284,horror,2006,3.5,20998
movie5285,horror,2001,2.1,109543
movie5286,horror,2019,4.4,71628
movie5287,sci-fi,2003,1.2,108447
movie5288,comedy,1991,2.5,103997
movie5289,romance,2000,3.9,47732
movie5290,romance,2003,3.5,145808
movie5291,action,1992,1.2,78757
movie5292,sci-fi,1994,2.3,131277
movie5293,romance,1991,1.0,130433
movie5294,thriller,1994,4.8,110199
movie5295,sci-fi,2018,2.1,177902
movie5296,thriller,2021,1.4,115393
movie5297,romance,1994,1.3,109170
movie5298,horror,2007,2.9,80783
movie5299,horror,2013,2.3,196019
movie5300,horror,2024,3.5,63785
movie5301,animation,2022,3.8,45820
movie5302,horror,2011,3.1,170162
movie5303,comedy,1993,2.8,180839
movie5304,animation,2017,1.4,72036
movie5305,sci-fi,1992,3.3,140299
movie5306,animation,2014,3.2,156002
movie5307,animation,2010,3.0,155583
movie5308,comedy,2007,1.0,121953
movie5309,animation,2022,1.2,28017
movie5310,drama,2000,4.5,159845
movie5311,thriller,2002,4.5,9244
movie5312,comedy,2001,4.7,86865
movie5313,drama,1995,4.9,173514
movie5314,thriller,2011,2.7,63674
movie5315,action,2000,4.0,14002
movie5316,horror,1996,1.7,13478
movie5317,sci-fi,1994,4.4,43029
movie5318,comedy,2008,3.7,111687
movie5319,drama,2017,3.7,109624
movie5320,horror,1992,1.2,112745
movie5321,sci-fi,1992,4.7,37922
movie5322,comedy,1993,2.5,132454
movie5323,thriller,2007,1.5,160223
movie5324,thriller,2001,4.2,184045
movie5325,animation,2018,4.0,51642
movie5326,sci-fi,1994,3.1,151840
movie5327,sci-fi,1998,1.0,12867
movie5328,drama,2020,4.4,156161
movie5329,comedy,2013,3.5,14469
movie5330,drama,2000,5.0,81420
movie5331,comedy,2016,2.4,31779
movie5332,romance,2022,1.9,72307
movie5333,animation,2011,1.2,119571
movie5334,drama,2009,2.7,87922
movie5335,sci-fi,2024,4.0,86161
movie5336,action,2001,4.1,59851
movie5337,animation,2021,2.3,115143
movie5338,sci-fi,1993,4.9,161254
movie5339,comedy,2004,3.8,50882
movie5340,action,2003,1.8,136887
movie5341,romance,1992,2.9,178358
movie5342,comedy,2013,1.6,121511
movie5343,action,2002,1.5,95532
movie5344,drama,2018,2.3,175523
movie5345,romance,2021,2.9,146137
movie5346,sci-fi,1995,3.1,101254
movie5347,animation,2004,1.1,65171
movie5348,horror,2005,3.9,84081
movie5349,sci-fi,2015,4.3,138338
movie5350,comedy,1990,2.3,153855
movie5351,comedy,2023,3.5,15012
movie5352,sci-fi,2000,4.2,92553
movie5353,thriller,1991,2.2,102309
movie5354,animation,2007,3.1,49979
movie5355,thriller,2010,3.7,179913
movie5356,action,2019,4.3,94080
movie5357,drama,1995,1.3,151889
movie5358,sci-fi,1998,2.5,127410
movie5359,action,1990,1.8,146321
movie5360,animation,1992,3.0,27748
movie5361,thriller,2014,2.3,10998
movie5362,sci-fi,2015,3.0,191646
movie5363,comedy,2004,1.7,157082
movie5364,horror,2006,3.9,144910
movie5365,thriller,1992,1.4,192130
movie5366,drama,2024,1.9,63128
movie5367,horror,2000,3.6,57375
movie5368,drama,1998,2.8,160167
movie5369,horror,2000,2.4,160869
movie5370,comedy,2006,4.9,13144
movie5371,action,2011,1.2,58465
movie5372,animation,2007,1.2,192320
movie5373,sci-fi,2023,1.1,84686
movie5374,animation,2024,4.2,52080
movie5375,action,2018,2.4,184023
movie5376,sci-fi,1995,1.7,44408
movie5377,drama,2001,4.2,168177
movie5378,sci-fi,2015,3.6,178867
movie5379,action,2017,2.5,177709
movie5380,comedy,1995,2.1,140808
movie5381,sci-fi,2024,2.5,105505
movie5382,thriller,2010,3.9,51400
movie5383,horror,2001,1.9,72235
movie5384,thriller,1995,3.2,22444
movie5385,comedy,2001,4.6,89597
movie5386,thriller,2015,4.5,104214
movie5387,animation,2002,1.2,147390
movie5388,comedy,2006,2.3,92238
movie5389,drama,2015,2.0,47735
movie5390,sci-fi,2015,1.5,35608
movie5391,comedy,2022,1.2,134723
movie5392,thriller,2023,3.8,67414
movie5393,thriller,2023,2.5,114561
movie5394,drama,1993,1.4,27198
movie5395,horror,2010,1.0,50455
movie5396,drama,2008,1.7,67989
movie5397,horror,2021,3.8,48084
movie5398,animation,2003,4.7,45102
movie5399,sci-fi,2008,1.8,179139
movie5400,comedy,1993,2.4,115630
movie5401,thriller,2003,3.3,8442
movie5402,romance,2002,2.1,103405
movie5403,comedy,1997,3.3,74742
movie5404,sci-fi,2024,4.3,11854
movie5405,animation,2005,4.9,89316
movie5406,action,1998,4.4,184737
movie5407,animation,1995,1.2,61110
movie5408,thriller,2006,4.0,53738
movie5409,romance,1990,2.8,79367
movie5410,thriller,1995,3.3,92304
movie5411,action,2007,4.7,107838
movie5412,sci-fi,2014,3.5,96429
movie5413,thriller,2005,4.1,18659
movie5414,action,2007,4.6,20879
movie5415,horror,2004,4.5,187220
movie5416,drama,2024,1.8,152617
movie5417,sci-fi,2017,2.4,97675
movie5418,sci-fi,2016,2.7,190377
movie5419,sci-fi,2005,2.2,162200
movie5420,action,1997,2.1,91579
movie5421,comedy,2007,3.3,138141
movie5422,animation,1991,3.2,15389
movie5423,comedy,2005,4.1,85897
movie5424,action,2022,2.7,152271
movie5425,comedy,2022,3.2,135210
movie5426,action,1997,2.6,188077
movie5427,thriller,1990,1.6,85115
movie5428,sci-fi,2013,2.2,117994
movie5429,comedy,1994,3.5,9746
movie5430,horror,1993,3.4,67270
movie5431,thriller,2017,4.1,24501
movie5432,comedy,1995,3.9,150404
movie5433,sci-fi,1998,2.8,39848
movie5434,action,2020,4.7,156169
movie5435,horror,2013,3.3,90824
movie5436,action,1994,4.8,125959
movie5437,animation,1997,4.1,8025
movie5438,drama,2009,1.2,134406
movie5439,drama,2010,1.1,117763
movie5440,animation,2002,1.0,143207
movie5441,action,2016,4.9,126552
movie5442,thriller,2007,1.6,189320
movie5443,romance,1997,3.7,174282
movie5444,thriller,2013,1.1,141748
movie5445,drama,2004,1.7,197077
movie5446,animation,2011,3.2,182596
movie5447,sci-fi,2018,3.9,56214
movie5448,sci-fi,2008,2.2,124947
movie5449,sci-fi,2001,1.6,164571
movie5450,animation,2002,3.7,51997
movie5451,animation,2020,4.1,105109
movie5452,thriller,2009,3.3,40825
movie5453,drama,2019,3.5,107803
movie5454,horror,2001,4.1,11434
movie5455,drama,2007,3.2,60998
movie5456,thriller,2006,3.8,144554
movie5457,action,2013,2.5,159896
movie5458,thriller,2010,3.0,151692
movie5459,horror,2001,1.4,159996
movie5460,romance,2004,4.2,57456
movie5461,drama,1994,3.2,99021
movie5462,thriller,2011,4.6,178163
movie5463,action,2015,1.7,137923
movie5464,action,2007,3.1,99141
movie5465,horror,1997,3.9,78666
movie5466,animation,1993,3.7,118592
movie5467,comedy,1998,3.9,185005
movie5468,thriller,1996,2.4,73460
movie5469,animation,1993,2.3,165790
movie5470,animation,1995,1.7,64293
movie5471,action,1990,3.5,61143
movie5472,sci-fi,2023,2.3,100147
movie5473,thriller,1995,3.9,41018
movie5474,thriller,2016,1.5,187027
movie5475,drama,2013,2.0,22723
movie5476,horror,2022,2.1,146327
movie5477,action,2010,4.2,178250
movie5478,comedy,2019,1.2,188181
movie5479,action,1991,4.2,31318
movie5480,romance,1994,4.8,173674
movie5481,thriller,1997,1.1,36841
movie5482,action,2002,4.3,80507
movie5483,romance,2004,2.7,51172
movie5484,drama,1997,4.3,148665
movie5485,sci-fi,1993,3.7,182977
movie5486,horror,2020,4.7,54221
movie5487,animation,2000,2.9,173497
movie5488,thriller,2001,4.5,193602
movie5489,action,2012,3.6,175944
movie5490,drama,2018,3.3,185271
movie5491,thriller,2019,1.3,111542
movie5492,romance,2003,3.3,198853
movie5493,thriller,2020,4.8,88326
movie5494,thriller,1996,2.2,152688
movie5495,thriller,2005,4.4,16520
movie5496,comedy,2012,1.8,14031
movie5497,comedy,1990,3.7,17728
movie5498,comedy,1991,4.0,144692
movie5499,animation,1995,4.0,20011
movie5500,horror,2019,2.4,51479
movie5501,romance,2021,1.8,197292
movie5502,romance,1996,2.8,154784
movie5503,comedy,2008,2.7,199300
movie5504,action,2015,4.6,79171
movie5505,thriller,2017,3.5,178415
movie5506,horror,2001,5.0,174311
movie5507,animation,2023,2.5,157551
movie5508,sci-fi,2000,4.9,92750
movie5509,comedy,1990,1.6,29095
movie5510,romance,1998,1.9,34406
movie5511,comedy,2001,1.5,23453
movie5512,animation,2022,2.0,78893
movie5513,animation,2019,4.7,94841
movie5514,horror,2003,2.1,173031
movie5515,animation,1991,3.9,199918
movie5516,action,2001,1.9,125031
movie5517,horror,2022,4.1,171752
movie5518,comedy,2022,2.8,139782
movie5519,animation,1993,3.9,83948
movie5520,action,1992,1.5,191472
movie5521,drama,2000,3.7,34816
movie5522,drama,1998,2.4,13602
movie5523,animation,2016,2.6,72323
movie5524,romance,2017,4.6,62469
movie5525,comedy,2001,2.8,88469
movie5526,action,2005,1.7,182687
movie5527,drama,1998,1.5,78566
movie5528,comedy,2002,1.7,18218
movie5529,action,1997,3.9,63269
movie5530,horror,1993,3.0,156764
movie5531,action,1995,3.9,6351
movie5532,sci-fi,1993,4.9,131981
movie5533,animation,2010,1.8,109227
movie5534,action,2021,2.7,15798
movie5535,romance,2022,3.9,151867
movie5536,thriller,2009,4.2,98041
movie5537,romance,2000,1.3,56686
movie5538,horror,2017,1.4,109121
movie5539,comedy,1997,3.9,133421
movie5540,action,2021,3.5,100822
movie5541,thriller,2014,4.2,38924
movie5542,comedy,2017,2.4,156973
movie5543,sci-fi,2020,2.2,153129
movie5544,drama,2023,1.4,176399
movie5545,action,2005,3.1,9504
movie5546,romance,1993,2.0,74535
movie5547,romance,1990,3.8,93184
movie5548,comedy,2002,2.3,147346
movie5549,thriller,2008,1.4,192200
movie5550,action,2015,2.0,50090
movie5551,animation,2020,4.9,55475
movie5552,romance,2024,4.3,108510
movie5553,thriller,2002,2.7,109053
movie5554,animation,2015,1.4,84000
movie5555,romance,1995,4.5,106731
movie5556,animation,2001,3.6,173185
movie5557,drama,2024,2.2,72073
movie5558,romance,2006,1.3,126745
movie5559,animation,1995,5.0,57361
movie5560,animation,2003,1.5,46858
movie5561,action,1993,3.2,185530
movie5562,comedy,1994,4.4,139987
movie5563,drama,1998,3.4,42451
movie5564,thriller,2004,3.7,65429
movie5565,animation,1999,1.5,139971
movie5566,comedy,1996,2.2,57780
movie5567,animation,2000,1.8,189920
movie5568,comedy,2017,2.0,192892
movie5569,horror,2017,4.4,91275
movie5570,action,2023,4.7,86752
movie5571,animation,2001,5.0,183727
movie5572,horror,2017,3.2,176684
movie5573,thriller,1993,2.1,160599
movie5574,action,2000,1.2,170815
movie5575,romance,2009,3.0,110172
movie5576,comedy,1999,3.1,5970
movie5577,drama,1993,2.5,71152
movie5578,action,2007,2.4,163914
movie5579,drama,1998,4.4,37213
movie5580,thriller,1999,1.0,59993
movie5581,animation,2000,3.8,41523
movie5582,sci-fi,2023,2.1,157801
movie5583,thriller,1997,1.1,87646
movie5584,romance,2007,5.0,40692
movie5585,action,1998,2.0,101201
movie5586,horror,2024,1.6,133055
movie5587,comedy,2018,3.7,180919
movie5588,drama,2016,3.4,181614
movie5589,thriller,2011,1.9,73524
movie5590,horror,2020,2.6,154025
movie5591,animation,2001,2.5,28260
movie5592,comedy,2024,4.5,169149
movie5593,sci-fi,2008,4.2,57316
movie5594,sci-fi,2017,2.2,68584
movie5595,comedy,2017,4.6,124875
movie5596,animation,2001,2.3,137616
movie5597,thriller,2001,3.0,139248
movie5598,comedy,2021,4.4,102554
movie5599,horror,2006,1.7,87676
movie5600,drama,2001,3.4,184772
movie5601,romance,2019,2.2,94709
movie5602,romance,1996,4.9,27456
movie5603,animation,2010,1.1,159328
movie5604,sci-fi,1991,3.4,196838
movie5605,comedy,2001,4.1,194516
movie5606,animation,2001,4.8,136274
movie5607,romance,1991,2.9,127522
movie5608,thriller,2008,4.5,19201
movie5609,drama,2001,2.9,18158
movie5610,animation,1999,3.5,62304
movie5611,animation,1997,4.6,8445
movie5612,action,2006,2.9,97614
movie5613,sci-fi,2011,4.9,187802
movie5614,sci-fi,1995,2.7,64581
movie5615,sci-fi,2007,1.8,136513
movie5616,action,2024,3.3,34728
movie5617,action,2017,1.4,31689
movie5618,horror,1999,1.2,92114
movie5619,action,1998,3.4,86784
movie5620,action,2022,1.5,124555
movie5621,animation,1993,2.1,83729
movie5622,action,2021,4.7,30759
movie5623,animation,2005,4.1,153965
movie5624,action,1992,1.7,102823
movie5625,drama,2021,3.6,182940
movie5626,thriller,2024,1.0,108253
movie5627,animation,2009,3.4,15467
movie5628,action,2016,2.5,142848
movie5629,horror,2004,4.8,33569
movie5630,romance,2022,2.2,50176
movie5631,romance,2007,2.5,152439
movie5632,drama,1997,2.5,81978
movie5633,horror,2022,4.3,198036
movie5634,animation,2022,4.3,187187
movie5635,horror,2003,2.4,12969
movie5636,thriller,2001,1.3,158569
movie5637,thriller,1992,2.8,14365
movie5638,romance,1996,2.7,8332
movie5639,sci-fi,1996,2.5,163513
movie5640,comedy,2000,3.2,139258
movie5641,thriller,1994,3.4,22977
movie5642,animation,1996,4.9,26807
movie5643,thriller,2010,2.2,92385
movie5644,romance,2004,3.0,110455
movie5645,animation,2005,2.1,171377
movie5646,horror,2000,1.2,122103
movie5647,thriller,2003,3.8,181022
movie5648,comedy,1997,2.1,166272
movie5649,action,2006,2.6,31785
movie5650,romance,2016,4.2,129113
movie5651,sci-fi,1990,2.2,87965
movie5652,horror,1991,4.8,155317
movie5653,romance,1997,2.6,25311
movie5654,animation,1992,4.2,31451
movie5655,comedy,1990,2.2,95515
movie5656,horror,1993,2.8,142279
movie5657,romance,2001,1.2,115554
movie5658,action,2015,2.2,41780
movie5659,sci-fi,2022,1.8,69196
movie5660,romance,2015,2.6,118779
movie5661,animation,2020,2.3,79892
movie5662,sci-fi,2009,1.8,35050
movie5663,romance,2017,3.1,190768
movie5664,thriller,2022,3.6,27087
movie5665,comedy,2015,3.4,7729
movie5666,action,2000,3.2,165913
movie5667,sci-fi,2016,2.6,117997
movie5668,animation,2015,1.9,48106
movie5669,romance,2004,1.1,196142
movie5670,drama,2022,3.8,18469
movie5671,horror,2006,2.9,131145
movie5672,animation,2007,4.3,146411
movie5673,comedy,2000,1.3,19331
movie5674,animation,2015,2.4,196245
movie5675,thriller,2022,1.7,99206
movie5676,sci-fi,1997,3.4,24005
movie5677,thriller,2013,2.3,171255
movie5678,horror,1995,3.5,57724
movie5679,horror,1996,4.5,130513
movie5680,action,2002,2.1,162361
movie5681,animation,2014,3.8,84664
movie5682,action,2019,2.8,27197
movie5683,thriller,2007,3.1,98189
movie5684,comedy,2017,3.7,83626
movie5685,comedy,1990,2.1,182944
movie5686,sci-fi,2001,1.8,110862
movie5687,romance,2017,1.7,63053
movie5688,action,2019,3.7,135492
movie5689,horror,1990,3.2,90771
movie5690,drama,2009,1.1,144555
movie5691,sci-fi,2014,3.7,195448
movie5692,comedy,2014,3.6,140767
movie5693,animation,2014,3.0,89080
movie5694,thriller,1990,2.5,181471
movie5695,comedy,2010,3.5,97069
